3;FACT-001209;11;100.00;0.00;0.00;0.00;0.00;12.03;1203.00;
4;FACT-001209;7;20.00;0.00;0.00;0.00;0.00;38.29;765.80;
5;FACT-001209;15;40.00;0.00;0.00;0.00;0.00;24.62;984.80;
6;FACT-001209;12;60.00;0.00;0.00;0.00;0.00;7.11;426.60;
7;FACT-001209;3;10.00;0.00;0.00;0.00;0.00;22.97;229.70;
1;FACT-001210;24;4.00;0.00;0.00;0.00;0.00;273.00;1092.00;
1;FACT-001211;25;10.00;0.00;0.00;16.00;13.10;95.00;950.04;
2;FACT-001211;26;48.00;0.00;0.00;16.00;40.19;291.35;13984.59;
1;FACT-001212;16;40.00;2.80;112.00;0.00;0.00;21.84;873.60;
2;FACT-001212;6;60.00;4.55;273.00;0.00;0.00;35.49;2129.40;
3;FACT-001212;9;40.00;1.89;75.60;0.00;0.00;14.74;589.60;
4;FACT-001212;11;60.00;1.54;92.40;0.00;0.00;12.01;720.60;
5;FACT-001212;13;40.00;3.64;145.60;0.00;0.00;28.39;1135.60;
6;FACT-001212;7;40.00;4.90;196.00;0.00;0.00;38.22;1528.80;
7;FACT-001212;15;40.00;3.15;126.00;0.00;0.00;24.57;982.80;
8;FACT-001212;14;60.00;2.80;168.00;0.00;0.00;21.84;1310.40;
9;FACT-001212;12;60.00;0.91;54.60;0.00;0.00;7.10;426.00;
1;FACT-001213;1;200.00;5.25;1050.00;0.00;0.00;40.95;8190.00;
2;FACT-001213;11;1500.00;1.54;2310.00;0.00;0.00;12.01;18015.00;
1;FACT-001214;16;15.00;2.80;42.00;0.00;0.00;21.84;327.60;
2;FACT-001214;2;10.00;2.56;25.60;0.00;0.00;19.93;199.30;
3;FACT-001214;9;10.00;1.89;18.90;0.00;0.00;14.74;147.40;
4;FACT-001214;11;20.00;1.54;30.80;0.00;0.00;12.01;240.20;
5;FACT-001214;13;2.00;3.64;7.28;0.00;0.00;28.39;56.78;
6;FACT-001214;7;10.00;4.90;49.00;0.00;0.00;38.22;382.20;
7;FACT-001214;15;10.00;3.15;31.50;0.00;0.00;24.57;245.70;
8;FACT-001214;12;60.00;0.91;54.60;0.00;0.00;7.10;426.00;
1;FACT-001215;1;5.00;5.25;26.25;0.00;0.00;40.95;204.75;
2;FACT-001215;2;6.00;2.56;15.36;0.00;0.00;19.93;119.58;
3;FACT-001215;6;10.00;4.55;45.50;0.00;0.00;35.49;354.90;
4;FACT-001215;9;10.00;1.89;18.90;0.00;0.00;14.74;147.40;
5;FACT-001215;11;30.00;1.54;46.20;0.00;0.00;12.01;360.30;
6;FACT-001215;13;15.00;3.64;54.60;0.00;0.00;28.39;425.85;
7;FACT-001215;7;10.00;4.90;49.00;0.00;0.00;38.22;382.20;
8;FACT-001215;14;20.00;2.80;56.00;0.00;0.00;21.84;436.80;
9;FACT-001215;5;15.00;6.30;94.50;0.00;0.00;48.14;722.10;
10;FACT-001215;4;15.00;7.00;105.00;0.00;0.00;54.60;819.00;
11;FACT-001215;12;30.00;0.91;27.30;0.00;0.00;7.10;213.00;
12;FACT-001215;3;45.00;2.94;132.30;0.00;0.00;22.93;1031.85;
1;FACT-001216;11;300.00;1.54;462.00;0.00;0.00;12.01;3603.00;
1;FACT-001217;1;100.00;5.25;525.00;0.00;0.00;41.03;4103.00;
2;FACT-001217;5;100.00;6.30;630.00;0.00;0.00;49.23;4923.00;
3;FACT-001217;4;100.00;7.00;700.00;0.00;0.00;54.70;5470.00;
1;NC-000614;20;1.00;0.00;0.00;0.00;0.00;101.11;101.11;FACT-001216
1;FACT-001218;16;50.00;2.80;140.00;0.00;0.00;4.00;200.00;
2;FACT-001218;1;50.00;5.25;262.50;0.00;0.00;7.50;375.00;
3;FACT-001218;6;50.00;4.55;227.50;0.00;0.00;6.50;325.00;
4;FACT-001218;11;50.00;1.54;77.00;0.00;0.00;2.20;110.00;
5;FACT-001218;15;150.00;3.15;472.50;0.00;0.00;4.50;675.00;
6;FACT-001218;4;50.00;7.00;350.00;0.00;0.00;10.00;500.00;
7;FACT-001218;12;50.00;0.91;45.50;0.00;0.00;1.30;65.00;
8;FACT-001218;3;50.00;2.94;147.00;0.00;0.00;4.20;210.00;
1;FACT-001219;1;25.00;5.25;131.25;0.00;0.00;7.50;187.50;
2;FACT-001219;11;60.00;1.54;92.40;0.00;0.00;2.20;132.00;
3;FACT-001219;13;18.00;3.64;65.52;0.00;0.00;5.20;93.60;
4;FACT-001219;7;24.00;4.90;117.60;0.00;0.00;7.00;168.00;
5;FACT-001219;15;36.00;3.15;113.40;0.00;0.00;4.50;162.00;
6;FACT-001219;14;25.00;2.80;70.00;0.00;0.00;4.00;100.00;
7;FACT-001219;5;36.00;6.30;226.80;0.00;0.00;9.00;324.00;
8;FACT-001219;4;36.00;7.00;252.00;0.00;0.00;10.00;360.00;
9;FACT-001219;12;60.00;0.91;54.60;0.00;0.00;1.30;78.00;
1;FACT-001220;16;50.00;2.80;140.00;0.00;0.00;22.04;1102.00;
2;FACT-001220;1;50.00;5.25;262.50;0.00;0.00;41.33;2066.50;
