NC-003503|2025-01-08 13:16:16|363|363|165.01|0.00|0.00|0.00|165.01|FACT|01|01|N/A|2025-01-08 13:16:16|00-047580|411283029|411939188|Documento Asociado: FACT-043407|Bs.|66.56|
NC-003504|2025-01-08 13:18:34|562|562|444.28|0.00|0.00|0.00|444.28|FACT|01|01|N/A|2025-01-08 13:18:34|00-047581|304154291|411939188|Documento Asociado: FACT-043400|Bs.|66.56|
NC-003505|2025-01-08 13:21:12|363|363|583.11|0.00|0.00|0.00|583.11|FACT|01|01|N/A|2025-01-08 13:21:12|00-047582|411283029|411939188|Documento Asociado: FACT-043626-43643|Bs.|66.56|
NC-003506|2025-01-08 13:23:00|189|189|139.33|0.00|0.00|0.00|139.33|FACT|01|01|N/A|2025-01-08 13:23:00|00-047583|406420069|411939188|Documento Asociado: FACT-043501|Bs.|66.56|
NC-003507|2025-01-08 13:25:01|2018|2018|473.99|0.00|0.00|0.00|473.99|FACT|01|01|N/A|2025-01-08 13:25:01|00-047584|504749966|411939188|Documento Asociado: FACT-043499|Bs.|66.56|
FACT-043715|2025-01-08 14:23:46|72|72|9399.07|0.00|0.00|0.00|9399.07|FACT|01|01|N/A|2025-01-08 14:23:46|00-047585|002366362|411939188||Bs.|66.56|
FACT-043716|2025-01-08 15:01:25|1597|1597|4678.17|0.00|0.00|0.00|4678.17|FACT|01|01|N/A|2025-01-08 15:01:25|00-047586|500353413|411939188||Bs.|66.56|
FACT-043717|2025-01-09 08:44:01|363|363|3859.79|0.00|0.00|0.00|3859.79|FACT|01|01|N/A|2025-01-09 08:44:01|00-047587|411283029|411939188||Bs.|66.56|
FACT-043718|2025-01-09 08:45:53|363|363|5336.53|0.00|0.00|0.00|5336.53|FACT|01|01|N/A|2025-01-09 08:45:53|00-047588|411283029|411939188||Bs.|66.56|
FACT-043719|2025-01-09 08:48:08|363|363|6873.03|0.00|0.00|0.00|6873.03|FACT|01|01|N/A|2025-01-09 08:48:08|00-047589|411283029|411939188||Bs.|66.56|
FACT-043720|2025-01-09 08:49:32|1844|1844|14999.06|0.00|0.00|0.00|14999.06|FACT|01|01|N/A|2025-01-09 08:49:32|00-047590|501700036|411939188||Bs.|66.56|
FACT-043721|2025-01-09 08:49:33|1844|1844|4817.13|0.00|0.00|0.00|4817.13|FACT|01|01|N/A|2025-01-09 08:49:33|00-047591|501700036|411939188||Bs.|66.56|
FACT-043722|2025-01-09 08:53:00|363|363|3051.92|0.00|0.00|0.00|3051.92|FACT|01|01|N/A|2025-01-09 08:53:00|00-047592|411283029|411939188||Bs.|66.56|
NC-003508|2025-01-09 11:20:16|363|363|767.04|0.00|0.00|0.00|767.04|FACT|01|01|N/A|2025-01-09 11:20:16|00-047593|411283029|411939188|Documento Asociado: FACT-043670|Bs.|66.56|
FACT-043723|2025-01-09 15:14:22|1723|1723|2180.22|0.00|0.00|0.00|2180.22|FACT|01|01|N/A|2025-01-09 15:14:22|00-047594|303623050|411939188||Bs.|66.56|
FACT-043724|2025-01-09 15:15:54|1512|1512|6140.81|0.00|0.00|0.00|6140.81|FACT|01|01|N/A|2025-01-09 15:15:54|00-047595|V043045284|411939188||Bs.|66.56|
NC-003509|2025-01-10 13:46:31|1755|1755|224.76|0.00|0.00|0.00|224.76|FACT|01|01|N/A|2025-01-10 13:46:31|00-047596|503386916|411939188|Documento Asociado: FACT-042313|Bs.|66.56|
NC-003510|2025-01-10 13:49:48|1755|1755|29.76|0.00|0.00|0.00|29.76|FACT|01|01|N/A|2025-01-10 13:49:48|00-047597|503386916|411939188|Documento Asociado: FACT-042113|Bs.|66.56|
FACT-043725|2025-01-10 13:58:10|1343|1343|72360.85|0.00|0.00|0.00|72360.85|FACT|01|01|N/A|2025-01-10 13:58:10|00-047598|500205805|411939188|OC-103000836|Bs.|66.56|
FACT-043726|2025-01-10 13:58:13|1343|1343|75788.56|0.00|0.00|0.00|75788.56|FACT|01|01|N/A|2025-01-10 13:58:13|00-047599|500205805|411939188|OC-103000836|Bs.|66.56|
FACT-043727|2025-01-10 13:58:14|1343|1343|7082.61|0.00|0.00|0.00|7082.61|FACT|01|01|N/A|2025-01-10 13:58:14|00-047600|500205805|411939188|OC-103000836|Bs.|66.56|
FACT-043728|2025-01-10 14:13:52|1343|1343|12719.40|0.00|0.00|0.00|12719.40|FACT|01|01|N/A|2025-01-10 14:13:52|00-047601|500205805|411939188|OC-103000836|Bs.|66.56|
FACT-043729|2025-01-10 14:17:02|1343|1343|23936.78|0.00|0.00|0.00|23936.78|FACT|01|01|N/A|2025-01-10 14:17:02|00-047602|500205805|411939188|OC-110000617|Bs.|66.56|
FACT-043730|2025-01-10 14:22:09|1343|1343|59534.02|0.00|0.00|0.00|59534.02|FACT|01|01|N/A|2025-01-10 14:22:09|00-047603|500205805|411939188|OC-103000836|Bs.|66.56|
FACT-043731|2025-01-10 14:22:11|1343|1343|18070.35|0.00|0.00|0.00|18070.35|FACT|01|01|N/A|2025-01-10 14:22:11|00-047604|500205805|411939188|OC-103000836|Bs.|66.56|
FACT-043732|2025-01-10 14:39:59|1343|1343|61403.94|0.00|0.00|0.00|61403.94|FACT|01|01|N/A|2025-01-10 14:39:59|00-047605|500205805|411939188|OC-103000836|Bs.|66.56|
FACT-043733|2025-01-10 14:40:02|1343|1343|13512.88|0.00|0.00|0.00|13512.88|FACT|01|01|N/A|2025-01-10 14:40:02|00-047606|500205805|411939188|OC-103000836|Bs.|66.56|
FACT-043734|2025-01-10 14:47:16|1343|1343|60761.18|0.00|0.00|0.00|60761.18|FACT|01|01|N/A|2025-01-10 14:47:16|00-047607|500205805|411939188|OC-103000836|Bs.|66.56|
FACT-043735|2025-01-10 14:53:18|1343|1343|74504.91|0.00|0.00|0.00|74504.91|FACT|01|01|N/A|2025-01-10 14:53:18|00-047608|500205805|411939188|OC-112000788|Bs.|66.56|
FACT-043736|2025-01-10 14:55:25|1343|1343|69922.30|0.00|0.00|0.00|69922.30|FACT|01|01|N/A|2025-01-10 14:55:25|00-047609|500205805|411939188|OC-112000788|Bs.|66.56|
FACT-043737|2025-01-10 14:57:15|1343|1343|24373.02|0.00|0.00|0.00|24373.02|FACT|01|01|N/A|2025-01-10 14:57:15|00-047610|500205805|411939188|OC-112000788|Bs.|66.56|
FACT-043738|2025-01-10 14:58:56|1343|1343|19190.70|0.00|0.00|0.00|19190.70|FACT|01|01|N/A|2025-01-10 14:58:56|00-047611|500205805|411939188|OC-112000788|Bs.|66.56|
FACT-043740|2025-01-10 15:37:26|1343|1343|68728.82|0.00|0.00|0.00|68728.82|FACT|01|01|N/A|2025-01-10 15:37:26|00-047613|500205805|411939188|OC-110000617|Bs.|66.56|
FACT-043741|2025-01-10 15:42:32|1343|1343|1771.63|0.00|0.00|0.00|1771.63|FACT|01|01|N/A|2025-01-10 15:42:32|00-047614|500205805|411939188|OC-110000617|Bs.|66.56|
FACT-043742|2025-01-10 15:44:27|1343|1343|54426.61|0.00|0.00|0.00|54426.61|FACT|01|01|N/A|2025-01-10 15:44:27|00-047615|500205805|411939188|OC-110000617|Bs.|66.56|
FACT-043743|2025-01-10 15:45:57|1343|1343|28020.68|0.00|0.00|0.00|28020.68|FACT|01|01|N/A|2025-01-10 15:45:57|00-047616|500205805|411939188|OC-110000617|Bs.|66.56|
FACT-043744|2025-01-10 15:50:26|1343|1343|21865.36|0.00|0.00|0.00|21865.36|FACT|01|01|N/A|2025-01-10 15:50:26|00-047617|500205805|411939188|OC-109000538|Bs.|66.56|
FACT-043745|2025-01-10 15:58:46|1343|1343|2951.71|0.00|0.00|0.00|2951.71|FACT|01|01|N/A|2025-01-10 15:58:46|00-047618|500205805|411939188|OC-109000538|Bs.|66.56|
FACT-043746|2025-01-10 16:02:25|1343|1343|5183.27|0.00|0.00|0.00|5183.27|FACT|01|01|N/A|2025-01-10 16:02:25|00-047619|500205805|411939188|OC-109000538|Bs.|66.56|
FACT-043747|2025-01-10 16:04:38|1343|1343|5347.09|0.00|0.00|0.00|5347.09|FACT|01|01|N/A|2025-01-10 16:04:38|00-047620|500205805|411939188|OC-109000538|Bs.|66.56|
FACT-043748|2025-01-10 16:08:22|1343|1343|3097.16|0.00|0.00|0.00|3097.16|FACT|01|01|N/A|2025-01-10 16:08:22|00-047621|500205805|411939188|OC-109000538|Bs.|66.56|
FACT-043749|2025-01-13 08:39:58|1343|1343|10101.79|0.00|0.00|0.00|10101.79|FACT|01|01|N/A|2025-01-13 08:39:58|00-047622|500205805|411939188|OC-11300395|Bs.|66.56|
FACT-043750|2025-01-13 08:43:30|1343|1343|10666.99|0.00|0.00|0.00|10666.99|FACT|01|01|N/A|2025-01-13 08:43:30|00-047623|500205805|411939188|OC-113000395|USD|66.56|
FACT-043751|2025-01-13 08:45:38|1343|1343|59480.56|0.00|0.00|0.00|59480.56|FACT|01|01|N/A|2025-01-13 08:45:38|00-047624|500205805|411939188|OC-113000395|Bs.|66.56|
FACT-043752|2025-01-13 08:47:45|1343|1343|11125.71|0.00|0.00|0.00|11125.71|FACT|01|01|N/A|2025-01-13 08:47:45|00-047625|500205805|411939188|OC-10600230|Bs.|66.56|
FACT-043753|2025-01-13 08:49:34|1343|1343|39610.21|0.00|0.00|0.00|39610.21|FACT|01|01|N/A|2025-01-13 08:49:34|00-047626|500205805|411939188|OC-113000395|Bs.|66.56|
FACT-043754|2025-01-13 08:52:58|1343|1343|29826.73|0.00|0.00|0.00|29826.73|FACT|01|01|N/A|2025-01-13 08:52:58|00-047627|500205805|411939188|OC-113000395|Bs.|66.56|
FACT-043755|2025-01-13 08:55:55|1343|1343|12215.63|0.00|0.00|0.00|12215.63|FACT|01|01|N/A|2025-01-13 08:55:55|00-047628|500205805|411939188|OC-106000230|Bs.|66.56|
FACT-043756|2025-01-13 08:57:59|1343|1343|15276.68|0.00|0.00|0.00|15276.68|FACT|01|01|N/A|2025-01-13 08:57:59|00-047629|500205805|411939188|OC-10600230|Bs.|66.56|
FACT-043757|2025-01-13 09:00:12|1343|1343|25515.90|0.00|0.00|0.00|25515.90|FACT|01|01|N/A|2025-01-13 09:00:12|00-047630|500205805|411939188|OC-106000230|Bs.|66.56|
FACT-043758|2025-01-13 09:32:31|1343|1343|131830.93|0.00|0.00|0.00|131830.93|FACT|01|01|N/A|2025-01-13 09:32:31|00-047631|500205805|411939188|OC-1080001122|Bs.|66.56|
FACT-043759|2025-01-13 09:34:24|1343|1343|69613.01|0.00|0.00|0.00|69613.01|FACT|01|01|N/A|2025-01-13 09:34:24|00-047632|500205805|411939188|OC-108001122|Bs.|66.56|
FACT-043760|2025-01-13 09:36:40|1343|1343|8195.94|0.00|0.00|0.00|8195.94|FACT|01|01|N/A|2025-01-13 09:36:40|00-047633|500205805|411939188|OC-104000905|Bs.|66.56|
