FACT-014460;515;Bs.;4.17;33;2021-10-05 00:00:00;2021-10-05 00:00:00;15053;1002.90;0.00;1002.90;FC;0;0.00;0
FACT-014461;197;Bs.;4.17;13;2021-10-05 00:00:00;2021-10-05 00:00:00;15054;278.39;0.00;278.39;FC;0;0.00;0
FACT-014462;476;Bs.;4.17;24;2021-10-05 00:00:00;2021-10-05 00:00:00;15055;853.59;0.00;853.59;FC;0;0.00;0
FACT-014463;862;Bs.;4.17;16;2021-10-05 00:00:00;2021-10-05 00:00:00;15056;431.40;0.00;431.40;FC;0;0.00;0
FACT-014464;600;Bs.;4.17;16;2021-10-05 00:00:00;2021-10-05 00:00:00;15057;1003.23;0.00;1003.23;FC;0;0.00;0
FACT-014465;765;Bs.;4.17;16;2021-10-05 00:00:00;2021-10-05 00:00:00;15058;266.54;0.00;266.54;FC;0;0.00;0
FACT-014466;369;Bs.;4.17;16;2021-10-05 00:00:00;2021-10-05 00:00:00;15059;714.24;0.00;714.24;FC;0;0.00;0
FACT-014467;369;Bs.;4.17;16;2021-10-05 00:00:00;2021-10-05 00:00:00;15060;162.13;0.00;162.13;FC;0;0.00;0
FACT-014468;276;Bs.;4.17;14;2021-10-05 00:00:00;2021-10-05 00:00:00;15061;996.89;0.00;996.89;FC;0;0.00;0
FACT-014469;1210;Bs.;4.17;16;2021-10-05 00:00:00;2021-10-05 00:00:00;15062;957.93;0.00;957.93;FC;0;0.00;0
FACT-014470;765;Bs.;4.17;16;2021-10-05 00:00:00;2021-10-05 00:00:00;15063;814.00;0.00;814.00;FC;0;0.00;0
FACT-014471;393;Bs.;4.17;24;2021-10-05 00:00:00;2021-10-05 00:00:00;15064;1593.35;0.00;1593.35;FC;0;0.00;0
FACT-014472;200;Bs.;4.17;13;2021-10-05 00:00:00;2021-10-05 00:00:00;15065;469.62;0.00;469.62;FC;0;0.00;0
FACT-014473;166;Bs.;4.17;12;2021-10-05 00:00:00;2021-10-05 00:00:00;15066;869.96;0.00;869.96;FC;0;0.00;0
FACT-014474;952;Bs.;4.17;59;2021-10-05 00:00:00;2021-10-05 00:00:00;15067;676.77;0.00;676.77;FC;1;0.00;0
FACT-014475;952;Bs.;4.17;59;2021-10-05 00:00:00;2021-10-05 00:00:00;15068;742.96;5.83;748.79;FC;0;0.00;0
FACT-014476;952;Bs.;4.17;59;2021-10-05 00:00:00;2021-10-05 00:00:00;15069;676.77;0.00;676.77;FC;0;0.00;0
FACT-014477;393;Bs.;4.17;24;2021-10-05 00:00:00;2021-10-05 00:00:00;15070;42.00;0.00;42.00;FC;0;0.00;0
FACT-014478;716;Bs.;4.17;25;2021-10-05 00:00:00;2021-10-05 00:00:00;15071;220.97;0.00;220.97;FC;0;0.00;0
FACT-014479;1011;Bs.;4.17;3;2021-10-05 00:00:00;2021-10-05 00:00:00;15072;1045.23;0.00;1045.23;FC;0;0.00;0
FACT-014480;509;Bs.;4.17;8;2021-10-05 00:00:00;2021-10-05 00:00:00;15073;4376.98;0.00;4376.98;FC;0;0.00;0
FACT-014481;509;Bs.;4.17;8;2021-10-05 00:00:00;2021-10-05 00:00:00;15074;3353.72;0.00;3353.72;FC;0;0.00;0
FACT-014482;393;Bs.;4.17;24;2021-10-05 00:00:00;2021-10-05 00:00:00;15075;1601.62;5.36;1606.98;FC;0;0.00;0
FACT-014483;793;Bs.;4.17;3;2021-10-05 00:00:00;2021-10-05 00:00:00;15076;1523.76;0.00;1523.76;FC;0;0.00;0
FACT-014484;431;Bs.;4.17;22;2021-10-05 00:00:00;2021-10-05 00:00:00;15077;617.22;0.00;617.22;FC;0;0.00;0
FACT-014485;1224;Bs.;4.17;;2021-10-05 00:00:00;2021-10-05 00:00:00;15078;2138.05;0.00;2138.05;FC;0;0.00;0
FACT-014486;1129;Bs.;4.17;;2021-10-05 00:00:00;2021-10-05 00:00:00;15079;737.00;0.00;737.00;FC;0;0.00;0
FACT-014487;508;Bs.;4.17;30;2021-10-05 00:00:00;2021-10-05 00:00:00;15080;2694.24;0.00;2694.24;FC;0;0.00;0
FACT-014488;508;Bs.;4.17;30;2021-10-05 00:00:00;2021-10-05 00:00:00;15081;5479.42;0.00;5479.42;FC;0;0.00;0
FACT-014489;508;Bs.;4.17;30;2021-10-05 00:00:00;2021-10-05 00:00:00;15082;2082.80;0.00;2082.80;FC;0;0.00;0
FACT-014490;7;Bs.;4.17;3;2021-10-05 00:00:00;2021-10-05 00:00:00;15083;4202.17;0.00;4202.17;FC;0;0.00;0
FACT-014491;7;Bs.;4.17;3;2021-10-05 00:00:00;2021-10-05 00:00:00;15084;880.10;0.00;880.10;FC;0;0.00;0
FACT-014492;604;Bs.;4.17;24;2021-10-05 00:00:00;2021-10-05 00:00:00;15085;1137.71;8.98;1146.69;FC;1;0.00;0
FACT-014493;604;Bs.;4.17;24;2021-10-05 00:00:00;2021-10-05 00:00:00;15086;67.82;0.00;67.82;FC;0;0.00;0
FACT-014494;604;Bs.;4.17;24;2021-10-05 00:00:00;2021-10-05 00:00:00;15087;1129.61;8.98;1138.59;FC;0;0.00;0
FACT-014497;850;Bs.;4.17;13;2021-10-05 00:00:00;2021-10-05 00:00:00;15090;1350.05;0.00;1350.05;FC;0;0.00;0
FACT-014495;410;Bs.;4.17;21;2021-10-05 00:00:00;2021-10-05 00:00:00;15088;1292.50;0.00;1292.50;FC;0;0.00;0
FACT-014496;1112;Bs.;4.17;13;2021-10-05 00:00:00;2021-10-05 00:00:00;15089;535.08;0.00;535.08;FC;0;0.00;0
FACT-014498;903;Bs.;4.17;24;2021-10-05 00:00:00;2021-10-05 00:00:00;15091;972.97;0.00;972.97;FC;0;0.00;0
FACT-014499;507;Bs.;4.17;30;2021-10-05 00:00:00;2021-10-05 00:00:00;15092;884.40;0.00;884.40;FC;0;0.00;0
FACT-014500;508;Bs.;4.17;30;2021-10-05 00:00:00;2021-10-05 00:00:00;15093;884.40;0.00;884.40;FC;0;0.00;0
FACT-014501;150;Bs.;4.19;12;2021-10-06 00:00:00;2021-10-06 00:00:00;15094;198.96;0.00;198.96;FC;0;0.00;0
FACT-014502;555;Bs.;4.19;;2021-10-06 00:00:00;2021-10-06 00:00:00;15095;492.35;5.22;497.57;FC;0;0.00;0
FACT-014503;1257;Bs.;4.19;12;2021-10-06 00:00:00;2021-10-06 00:00:00;15096;263.19;0.00;263.19;FC;0;0.00;0
FACT-014504;1257;Bs.;4.19;12;2021-10-06 00:00:00;2021-10-06 00:00:00;15097;929.53;5.35;934.88;FC;0;0.00;0
FACT-014505;1257;Bs.;4.19;12;2021-10-06 00:00:00;2021-10-06 00:00:00;15098;329.50;0.00;329.50;FC;0;0.00;0
FACT-014506;150;Bs.;4.19;12;2021-10-06 00:00:00;2021-10-06 00:00:00;15099;636.20;0.00;636.20;FC;0;0.00;0
FACT-014584;470;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15177;99.10;0.00;99.10;FC;0;0.00;0
FACT-014507;186;Bs.;4.19;13;2021-10-06 00:00:00;2021-10-06 00:00:00;15100;578.30;0.00;578.30;FC;0;0.00;0
FACT-014508;228;Bs.;4.19;13;2021-10-06 00:00:00;2021-10-06 00:00:00;15101;214.73;0.00;214.73;FC;0;0.00;0
FACT-014509;555;Bs.;4.19;27;2021-10-06 00:00:00;2021-10-06 00:00:00;15102;525.17;0.00;525.17;FC;0;0.00;0
FACT-014510;150;Bs.;4.19;12;2021-10-06 00:00:00;2021-10-06 00:00:00;15103;217.19;0.00;217.19;FC;0;0.00;0
FACT-014511;321;Bs.;4.19;14;2021-10-06 00:00:00;2021-10-06 00:00:00;15104;676.13;0.00;676.13;FC;0;0.00;0
FACT-014512;186;Bs.;4.19;13;2021-10-06 00:00:00;2021-10-06 00:00:00;15105;572.12;0.00;572.12;FC;0;0.00;0
FACT-014513;900;Bs.;4.19;16;2021-10-06 00:00:00;2021-10-06 00:00:00;15107;1030.90;20.53;1051.43;FC;0;0.00;0
FACT-014514;900;Bs.;4.19;16;2021-10-06 00:00:00;2021-10-06 00:00:00;15108;142.56;0.00;142.56;FC;0;0.00;0
FACT-014585;889;Bs.;4.16;16;2021-10-07 00:00:00;2021-10-07 00:00:00;15178;524.69;0.00;524.69;FC;0;0.00;0
FACT-014516;1256;Bs.;4.19;;2021-10-06 00:00:00;2021-10-06 00:00:00;15110;1426.94;16.04;1442.98;FC;0;0.00;0
FACT-014515;517;Bs.;4.19;33;2021-10-06 00:00:00;2021-10-06 00:00:00;15109;538.50;0.00;538.50;FC;0;0.00;0
FACT-014517;476;Bs.;4.19;24;2021-10-06 00:00:00;2021-10-06 00:00:00;15111;63.04;0.00;63.04;FC;0;0.00;0
FACT-014518;1199;Bs.;4.19;33;2021-10-06 00:00:00;2021-10-06 00:00:00;15112;348.30;0.00;348.30;FC;0;0.00;0
FACT-014519;1199;Bs.;4.19;33;2021-10-06 00:00:00;2021-10-06 00:00:00;15113;374.15;0.00;374.15;FC;0;0.00;0
FACT-014520;900;Bs.;4.19;16;2021-10-06 00:00:00;2021-10-06 00:00:00;15114;170.40;0.00;170.40;FC;0;0.00;0
FACT-014521;954;Bs.;4.19;;2021-10-06 00:00:00;2021-10-06 00:00:00;15115;769.10;0.00;769.10;FC;0;0.00;0
FACT-014522;595;Bs.;4.19;24;2021-10-06 00:00:00;2021-10-06 00:00:00;15116;1040.00;0.00;1040.00;FC;0;0.00;0
FACT-014523;458;Bs.;4.19;24;2021-10-06 00:00:00;2021-10-06 00:00:00;15117;3152.86;0.00;3152.86;FC;0;5.00;165.94
FACT-014524;458;Bs.;4.19;24;2021-10-06 00:00:00;2021-10-06 00:00:00;15118;299.95;0.00;299.95;FC;0;5.00;15.79
FACT-014525;1256;Bs.;4.19;;2021-10-06 00:00:00;2021-10-06 00:00:00;15119;1380.22;0.00;1380.22;FC;0;0.00;0
FACT-014526;1256;Bs.;4.48;;2021-10-06 00:00:00;2021-10-06 00:00:00;15120;321.81;0.00;321.81;FC;1;0.00;0
FACT-014527;900;Bs.;4.19;16;2021-10-06 00:00:00;2021-10-06 00:00:00;15120;85.70;0.00;85.70;FC;0;0.00;0
FACT-014528;57;Bs.;4.19;8;2021-10-06 00:00:00;2021-10-06 00:00:00;15121;167.29;0.00;167.29;FC;0;3.00;5.17
FACT-014529;519;Bs.;4.19;33;2021-10-06 00:00:00;2021-10-06 00:00:00;15122;4462.64;0.00;4462.64;FC;0;0.00;0
FACT-014530;51;Bs.;4.19;8;2021-10-06 00:00:00;2021-10-06 00:00:00;15123;767.75;24.21;791.96;FC;0;3.00;23.74
FACT-014531;63;Bs.;4.19;8;2021-10-06 00:00:00;2021-10-06 00:00:00;15124;204.39;12.11;216.49;FC;0;3.00;6.32
FACT-014532;511;Bs.;4.19;8;2021-10-06 00:00:00;2021-10-06 00:00:00;15125;275.32;0.00;275.32;FC;0;3.00;8.52
FACT-014533;900;Bs.;4.19;16;2021-10-06 00:00:00;2021-10-06 00:00:00;15126;744.61;0.00;744.61;FC;0;0.00;0
FACT-014534;900;Bs.;4.19;16;2021-10-06 00:00:00;2021-10-06 00:00:00;15127;229.59;0.00;229.59;FC;0;0.00;0
FACT-014535;519;Bs.;4.19;33;2021-10-06 00:00:00;2021-10-06 00:00:00;15128;1053.18;0.00;1053.18;FC;0;0.00;0
FACT-014536;58;Bs.;4.19;8;2021-10-06 00:00:00;2021-10-06 00:00:00;15129;1282.43;0.00;1282.43;FC;0;0.00;0
FACT-014537;522;Bs.;4.19;67;2021-10-06 00:00:00;2021-10-06 00:00:00;15130;1702.17;0.00;1702.17;FC;0;0.00;0
FACT-014538;595;Bs.;4.19;24;2021-10-06 00:00:00;2021-10-06 00:00:00;15131;663.00;0.00;663.00;FC;0;0.00;0
FACT-014539;1129;Bs.;4.19;;2021-10-06 00:00:00;2021-10-06 00:00:00;15132;1059.00;0.00;1059.00;FC;0;0.00;0
FACT-014540;1189;Bs.;4.19;;2021-10-06 00:00:00;2021-10-06 00:00:00;15133;553.52;0.00;553.52;FC;0;0.00;0
FACT-014541;191;Bs.;4.19;13;2021-10-06 00:00:00;2021-10-06 00:00:00;15134;1669.70;0.00;1669.70;FC;0;0.00;0
FACT-014542;189;Bs.;4.19;13;2021-10-06 00:00:00;2021-10-06 00:00:00;15135;1968.20;0.00;1968.20;FC;0;0.00;0
FACT-014543;881;Bs.;4.19;13;2021-10-06 00:00:00;2021-10-06 00:00:00;15136;1968.20;0.00;1968.20;FC;0;0.00;0
FACT-014544;519;Bs.;4.19;33;2021-10-06 00:00:00;2021-10-06 00:00:00;15137;1009.80;0.00;1009.80;FC;0;0.00;0
FACT-014545;637;Bs.;4.19;;2021-10-06 00:00:00;2021-10-06 00:00:00;15138;1290.48;5.83;1296.31;FC;0;0.00;0
FACT-014546;457;Bs.;4.19;24;2021-10-06 00:00:00;2021-10-06 00:00:00;15139;1082.40;0.00;1082.40;FC;0;0.00;0
FACT-014547;190;Bs.;4.19;13;2021-10-06 00:00:00;2021-10-06 00:00:00;15140;1968.20;0.00;1968.20;FC;0;0.00;0
FACT-014548;523;Bs.;4.19;68;2021-10-06 00:00:00;2021-10-06 00:00:00;15141;3938.72;0.00;3938.72;FC;0;0.00;0
FACT-014549;439;Bs.;4.19;;2021-10-06 00:00:00;2021-10-06 00:00:00;15142;2765.40;0.00;2765.40;FC;0;0.00;0
FACT-014550;845;Bs.;0.00;;2021-10-06 00:00:00;2021-10-06 00:00:00;15143;945.97;0.00;945.97;FC;0;0.00;0
FACT-014551;845;Bs.;0.00;;2021-10-06 00:00:00;2021-10-06 00:00:00;15144;1337.90;0.00;1337.90;FC;0;0.00;0
FACT-014552;845;Bs.;4.16;;2021-10-06 00:00:00;2021-10-06 00:00:00;15145;0.00;0.00;0.00;FC;1;0.00;0
FACT-014553;1229;Bs.;4.16;12;2021-10-07 00:00:00;2021-10-07 00:00:00;15146;1224.00;0.00;1224.00;FC;0;0.00;0
FACT-014554;775;Bs.;4.16;12;2021-10-07 00:00:00;2021-10-07 00:00:00;15147;1173.00;0.00;1173.00;FC;0;0.00;0
FACT-014555;1014;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15148;1740.80;19.25;1760.05;FC;0;0.00;0
FACT-014556;1176;Bs.;4.16;15;2021-10-07 00:00:00;2021-10-07 00:00:00;15149;1915.07;8.75;1923.82;FC;0;0.00;0
FACT-014557;999;Bs.;4.16;13;2021-10-07 00:00:00;2021-10-07 00:00:00;15150;130.11;0.00;130.11;FC;0;0.00;0
FACT-014558;453;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15151;4551.60;16.04;4567.64;FC;0;0.00;0
FACT-014559;177;Bs.;4.16;12;2021-10-07 00:00:00;2021-10-07 00:00:00;15152;1112.92;0.00;1112.92;FC;0;0.00;0
FACT-014560;177;Bs.;4.16;12;2021-10-07 00:00:00;2021-10-07 00:00:00;15153;200.13;0.00;200.13;FC;0;0.00;0
FACT-014561;546;Bs.;4.16;13;2021-10-07 00:00:00;2021-10-07 00:00:00;15154;2069.71;0.00;2069.71;FC;0;0.00;0
FACT-014562;1176;Bs.;4.16;15;2021-10-07 00:00:00;2021-10-07 00:00:00;15155;876.68;0.00;876.68;FC;0;0.00;0
FACT-014563;47;Bs.;4.16;8;2021-10-07 00:00:00;2021-10-07 00:00:00;15156;742.07;0.00;742.07;FC;0;0.00;0
FACT-014564;11;Bs.;4.16;3;2021-10-07 00:00:00;2021-10-07 00:00:00;15157;903.04;0.00;903.04;FC;0;0.00;0
FACT-014565;12;Bs.;4.16;3;2021-10-07 00:00:00;2021-10-07 00:00:00;15158;1137.06;0.00;1137.06;FC;0;0.00;0
FACT-014566;12;Bs.;4.16;3;2021-10-07 00:00:00;2021-10-07 00:00:00;15159;293.73;0.00;293.73;FC;0;0.00;0
FACT-014567;47;Bs.;4.16;8;2021-10-07 00:00:00;2021-10-07 00:00:00;15160;720.65;12.48;733.13;FC;0;0.00;0
FACT-014568;47;Bs.;4.16;8;2021-10-07 00:00:00;2021-10-07 00:00:00;15161;635.85;0.00;635.85;FC;0;0.00;0
FACT-014569;465;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15162;1352.55;8.98;1361.53;FC;0;0.00;0
FACT-014570;465;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15163;332.97;0.00;332.97;FC;0;0.00;0
FACT-014574;12;Bs.;4.16;3;2021-10-07 00:00:00;2021-10-07 00:00:00;15167;1095.97;0.00;1095.97;FC;0;0.00;0
FACT-014575;889;Bs.;4.16;16;2021-10-07 00:00:00;2021-10-07 00:00:00;15168;727.49;0.00;727.49;FC;0;0.00;0
FACT-014571;470;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15164;908.74;0.00;908.74;FC;0;0.00;0
FACT-014572;177;Bs.;4.16;12;2021-10-07 00:00:00;2021-10-07 00:00:00;15165;1636.58;5.35;1641.93;FC;0;0.00;0
FACT-014573;177;Bs.;4.16;12;2021-10-07 00:00:00;2021-10-07 00:00:00;15166;1053.66;0.00;1053.66;FC;0;0.00;0
FACT-014576;526;Bs.;4.16;32;2021-10-07 00:00:00;2021-10-07 00:00:00;15169;1785.76;0.00;1785.76;FC;0;0.00;0
FACT-014577;526;Bs.;4.16;32;2021-10-07 00:00:00;2021-10-07 00:00:00;15170;1221.11;24.96;1246.07;FC;0;0.00;0
FACT-014578;526;Bs.;4.16;32;2021-10-07 00:00:00;2021-10-07 00:00:00;15171;253.94;0.00;253.94;FC;0;0.00;0
FACT-014579;465;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15172;1043.83;0.00;1043.83;FC;0;0.00;0
FACT-014580;465;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15173;915.52;0.00;915.52;FC;0;0.00;0
FACT-014581;560;Bs.;4.16;27;2021-10-07 00:00:00;2021-10-07 00:00:00;15174;681.90;0.00;681.90;FC;0;0.00;0
FACT-014582;1224;Bs.;4.16;;2021-10-07 00:00:00;2021-10-07 00:00:00;15175;128.16;0.00;128.16;FC;0;0.00;0
FACT-014583;453;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15176;1387.32;0.00;1387.32;FC;0;0.00;0
FACT-014586;1247;Bs.;4.16;21;2021-10-07 00:00:00;2021-10-07 00:00:00;15179;3060.00;0.00;3060.00;FC;0;0.00;0
FACT-014587;799;Bs.;4.16;27;2021-10-07 00:00:00;2021-10-07 00:00:00;15180;1141.06;0.00;1141.06;FC;0;0.00;0
FACT-014588;409;Bs.;4.16;21;2021-10-07 00:00:00;2021-10-07 00:00:00;15181;765.00;0.00;765.00;FC;0;0.00;0
FACT-014589;673;Bs.;4.16;21;2021-10-07 00:00:00;2021-10-07 00:00:00;15182;1530.00;0.00;1530.00;FC;0;0.00;0
FACT-014590;11;Bs.;4.16;3;2021-10-07 00:00:00;2021-10-07 00:00:00;15183;1796.52;0.00;1796.52;FC;0;0.00;0
FACT-014591;11;Bs.;4.16;3;2021-10-07 00:00:00;2021-10-07 00:00:00;15184;410.91;0.00;410.91;FC;0;0.00;0
FACT-014592;470;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15185;4268.20;0.00;4268.20;FC;0;0.00;0
NC-000544;519;Bs.;4.19;33;2021-10-07 00:00:00;2021-10-07 00:00:00;15186;396.84;0.00;396.84;NC;0;0.00;0
FACT-014593;1014;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15187;1714.29;0.00;1714.29;FC;0;0.00;0
FACT-014594;1014;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15188;1459.71;0.00;1459.71;FC;0;0.00;0
FACT-014595;1014;Bs.;4.16;24;2021-10-07 00:00:00;2021-10-07 00:00:00;15189;1034.55;0.00;1034.55;FC;0;0.00;0
FACT-014596;519;Bs.;4.16;33;2021-10-07 00:00:00;2021-10-07 00:00:00;15190;100.56;0.00;100.56;FC;0;0.00;0
FACT-014597;239;Bs.;4.16;13;2021-10-07 00:00:00;2021-10-07 00:00:00;15191;760.11;0.00;760.11;FC;0;0.00;0
FACT-014598;1199;Bs.;4.16;33;2021-10-07 00:00:00;2021-10-07 00:00:00;15192;1048.46;0.00;1048.46;FC;0;6.00;66.92
FACT-014599;1199;Bs.;4.16;33;2021-10-07 00:00:00;2021-10-07 00:00:00;15193;592.76;0.00;592.76;FC;0;6.00;37.84
FACT-014600;158;Bs.;4.16;12;2021-10-07 00:00:00;2021-10-07 00:00:00;15194;156.96;0.00;156.96;FC;0;0.00;0
FACT-014601;158;Bs.;4.16;12;2021-10-07 00:00:00;2021-10-07 00:00:00;15195;2156.60;0.00;2156.60;FC;0;0.00;0
FACT-014602;1199;Bs.;4.16;33;2021-10-07 00:00:00;2021-10-07 00:00:00;15196;2194.85;0.00;2194.85;FC;0;6.00;140.10
FACT-014603;1121;Bs.;4.15;8;2021-10-08 00:00:00;2021-10-08 00:00:00;15197;779.82;0.00;779.82;FC;0;0.00;0
FACT-014604;999;USD;4.15;13;2021-10-08 00:00:00;2021-10-08 00:00:00;15198;117.39;0.00;117.39;FC;0;0.00;0
FACT-014605;1241;Bs.;4.15;29;2021-10-08 00:00:00;2021-10-08 00:00:00;15199;343.95;2.92;346.87;FC;0;0.00;0
FACT-014606;675;USD;4.15;4;2021-10-08 00:00:00;2021-10-08 00:00:00;15200;4675.00;0.00;4675.00;FC;0;0.00;0
FACT-014607;699;Bs.;4.15;4;2021-10-08 00:00:00;2021-10-08 00:00:00;15201;814.05;0.00;814.05;FC;0;0.00;0
FACT-014608;696;USD;4.15;4;2021-10-08 00:00:00;2021-10-08 00:00:00;15202;557.76;0.00;557.76;FC;0;0.00;0
FACT-014609;466;USD;4.15;24;2021-10-08 00:00:00;2021-10-08 00:00:00;15203;304.47;0.00;304.47;FC;0;0.00;0
FACT-014610;1096;Bs.;4.15;70;2021-10-08 00:00:00;2021-10-08 00:00:00;15204;993.02;0.00;993.02;FC;0;0.00;0
FACT-014611;211;Bs.;4.15;13;2021-10-08 00:00:00;2021-10-08 00:00:00;15205;929.90;4.53;934.43;FC;0;0.00;0
FACT-014612;1125;Bs.;4.15;24;2021-10-08 00:00:00;2021-10-08 00:00:00;15206;2811.63;0.00;2811.63;FC;0;0.00;0
FACT-014613;41;Bs.;4.15;;2021-10-08 00:00:00;2021-10-08 00:00:00;15207;3672.00;0.00;3672.00;FC;0;0.00;0
FACT-014614;459;Bs.;4.15;24;2021-10-08 00:00:00;2021-10-08 00:00:00;15208;4929.67;0.00;4929.67;FC;0;0.00;0
FACT-014615;42;Bs.;4.15;;2021-10-08 00:00:00;2021-10-08 00:00:00;15209;1836.00;0.00;1836.00;FC;0;0.00;0
FACT-014616;952;Bs.;4.15;59;2021-10-08 00:00:00;2021-10-08 00:00:00;15210;510.00;0.00;510.00;FC;0;0.00;0
FACT-014617;1131;Bs.;4.15;59;2021-10-08 00:00:00;2021-10-08 00:00:00;15211;510.00;0.00;510.00;FC;0;0.00;0
FACT-014618;594;Bs.;4.15;24;2021-10-08 00:00:00;2021-10-08 00:00:00;15212;386.34;0.00;386.34;FC;0;0.00;0
FACT-014619;999;Bs.;4.15;13;2021-10-08 00:00:00;2021-10-08 00:00:00;15213;301.20;0.00;301.20;FC;0;0.00;0
FACT-014620;1125;Bs.;4.15;24;2021-10-08 00:00:00;2021-10-08 00:00:00;15214;945.58;0.00;945.58;FC;0;0.00;0
FACT-014621;522;Bs.;4.15;67;2021-10-08 00:00:00;2021-10-08 00:00:00;15215;363.00;0.00;363.00;FC;0;0.00;0
FACT-014622;522;Bs.;4.15;67;2021-10-08 00:00:00;2021-10-08 00:00:00;15216;1324.35;0.00;1324.35;FC;0;0.00;0
FACT-014623;1112;Bs.;4.15;13;2021-10-08 00:00:00;2021-10-08 00:00:00;15217;1275.00;0.00;1275.00;FC;0;0.00;0
FACT-014624;41;Bs.;4.15;;2021-10-08 00:00:00;2021-10-08 00:00:00;15218;211.20;0.00;211.20;FC;0;0.00;0
FACT-014625;522;Bs.;4.15;33;2021-10-08 00:00:00;2021-10-08 00:00:00;15219;1089.00;0.00;1089.00;FC;0;0.00;0
FACT-014626;505;Bs.;4.15;32;2021-10-08 00:00:00;2021-10-08 00:00:00;15220;1676.61;0.00;1676.61;FC;0;0.00;0
FACT-014627;505;Bs.;4.15;32;2021-10-08 00:00:00;2021-10-08 00:00:00;15221;51.48;8.24;59.72;FC;0;0.00;0
FACT-014628;1200;Bs.;4.15;25;2021-10-11 00:00:00;2021-10-11 00:00:00;15222;577.50;0.00;577.50;FC;0;0.00;0
FACT-014629;453;Bs.;4.15;24;2021-10-11 00:00:00;2021-10-11 00:00:00;15223;292.56;0.00;292.56;FC;0;0.00;0
FACT-014630;1244;Bs.;4.15;;2021-10-11 00:00:00;2021-10-11 00:00:00;15224;324.96;0.00;324.96;FC;0;0.00;0
FACT-014631;522;Bs.;4.15;67;2021-10-11 00:00:00;2021-10-11 00:00:00;15225;698.60;0.00;698.60;FC;0;0.00;0
FACT-014632;522;Bs.;4.15;67;2021-10-11 00:00:00;2021-10-11 00:00:00;15226;404.50;0.00;404.50;FC;0;0.00;0
FACT-014633;70;Bs.;4.15;;2021-10-11 00:00:00;2021-10-11 00:00:00;15227;174.41;0.00;174.41;FC;0;0.00;0
FACT-014634;166;Bs.;4.15;12;2021-10-11 00:00:00;2021-10-11 00:00:00;15228;612.00;0.00;612.00;FC;0;0.00;0
